"RED_IZO";"IČO";"Zřizovatel";"Území";"Kraj";"Okres/Obvod";"Správní úřad";"ORP";"ORP Název";"Plný název";"Zkrácený název";"Ulice";"Č. p.";"Č. or.";"Část obce";"PSČ";"Místo";"Kód RÚIAN";"Telefon";"Fax";"Email 1";"Email 2";"WWW";"Ředitel";"IZO";"Druh/Typ";"Název";"Škola - Ulice";"Škola - Č. p.";"Škola - Č. or.";"Škola - Část obce";"Škola - PSČ";"Škola - Místo";"Škola - Kód RÚIAN";"Kapacita";"Datum zahájení činnosti"
"600020479";"00226432";"6";"CZ0642";"Jihomoravský kraj";"Brno-město";"B62000";"6203";"Brno";"Evangelická akademie, Vyšší odborná škola sociálně právní";"Evangel.akademie, VOŠ sociálně právní";"Opletalova";"600";"6";"Brno-město";"60200";"Brno";"19099894";"542 221 741";"542 221 741";"vos@eabrno.cz";;"http://www.eabrno.cz";"Mgr. Renáta Michálková";"102007110";"H22";"Domov mládeže";"Opletalova";"600";"6";"Brno-město";"60200";"Brno";"19099894";"27";"01.08.1996"
"600020479";"00226432";"6";"CZ0642";"Jihomoravský kraj";"Brno-město";"B62000";"6203";"Brno";"Evangelická akademie, Vyšší odborná škola sociálně právní";"Evangel.akademie, VOŠ sociálně právní";"Opletalova";"600";"6";"Brno-město";"60200";"Brno";"19099894";"542 221 741";"542 221 741";"vos@eabrno.cz";;"http://www.eabrno.cz";"Mgr. Renáta Michálková";"110031440";"E00";"Vyšší odborná škola";"Opletalova";"600";"6";"Brno-město";"60200";"Brno";"19099894";"90";"01.08.1996"
"600020495";"25554166";"5";"CZ0724";"Zlínský kraj";"Zlín";"B72000";"7213";"Zlín";"Zlínská soukromá vyšší odborná škola umění, o.p.s.";"Zlínská soukromá VOŠ umění, o.p.s.";"Dřevnická";"1788";;"Zlín";"76001";"Zlín";"4223535";"577 243 248";;"info@skolaumeni.cz";"sedlacek@skolaumeni.cz";"www.skolaumeni.cz";"Mgr. Ivo Sedláček";"110034261";"E00";"Vyšší odborná škola";"Dřevnická";"1788";;"Zlín";"76001";"Zlín";"4223535";"90";"01.08.1996"
"600020517";"25571303";"5";"CZ0632";"Kraj Vysočina";"Jihlava";"B61000";"6105";"Jihlava";"Soukromá vyšší odborná škola sociální, o.p.s.";"Soukromá VOŠ sociální, o.p.s.";"Srázná";"5882";"21";"Jihlava";"58601";"Jihlava";"25101005";"737 119 250 ,724162933";;"info@svoss.cz";;"www.svoss.cz";"Mgr. Marcela Křivánková";"110034171";"E00";"Vyšší odborná škola";"Srázná";"5882";"21";"Jihlava";"58601";"Jihlava";"25101005";"210";"01.08.1996"
"600020525";"25344412";"5";"CZ0724";"Zlínský kraj";"Zlín";"B72000";"7213";"Zlín";"Střední škola podnikatelská a Vyšší odborná škola, s.r.o.";"Střední škola podnikatelská a VOŠ,s.r.o.";"nám. T. G. Masaryka";"2433";;"Zlín";"76001";"Zlín";"4229398";"577 210 227";;"spos@spos.cz";"ginter@spos.cz";"http://www.spos.cz";"Mgr. David Martinek";"108021041";"C00";"Střední škola";"nám. T. G. Masaryka";"2433";;"Zlín";"76001";"Zlín";"4229398";"725";"01.08.1996"
"600020525";"25344412";"5";"CZ0724";"Zlínský kraj";"Zlín";"B72000";"7213";"Zlín";"Střední škola podnikatelská a Vyšší odborná škola, s.r.o.";"Střední škola podnikatelská a VOŠ,s.r.o.";"nám. T. G. Masaryka";"2433";;"Zlín";"76001";"Zlín";"4229398";"577 210 227";;"spos@spos.cz";"ginter@spos.cz";"http://www.spos.cz";"Mgr. David Martinek";"110033965";"E00";"Vyšší odborná škola";"Tovačovského";"337";"9";"Kroměříž";"76701";"Kroměříž";"10349308";"375";"01.08.1996"
"600020550";"25364294";"5";"CZ0802";"Moravskoslezský kraj";"Frýdek-Místek";"B81000";"8106";"Frýdek-Místek";"GOODWILL - vyšší odborná škola, s.r.o.";"GOODWILL -  VOŠ, s.r.o.";"Bruzovská";"2589";;"Frýdek";"73801";"Frýdek-Místek";"20440839";"727 875 126";"558 622 859";"vosgood@vos-goodwill.cz";;"www.vos-goodwill.cz";"RNDr. Kamila Slováková";"110031458";"E00";"Vyšší odborná škola";"Prokopa Holého";"400";;"Frýdek";"73801";"Frýdek-Místek";"20424817";"665";"01.08.1996"
"600020568";"25378023";"5";"CZ0803";"Moravskoslezský kraj";"Karviná";"B81000";"8108";"Havířov";"Vyšší odborná škola Havířov s.r.o.";"VOŠ Havířov s.r.o.";"Tajovského";"1661";"2d";"Podlesí";"73601";"Havířov";"24854034";"596 475 120";"596 475 128";"vos@obaka-havirov.cz";;"http://vos.obaka-havirov.cz";"PaedDr. Jaroslava Čelechovská";"110034163";"E00";"Vyšší odborná škola";"Tajovského";"1661";"2d";"Podlesí";"73601";"Havířov";"24854034";"445";"01.08.1996"
"600020576";"64627233";"6";"CZ0712";"Olomoucký kraj";"Olomouc";"B71000";"7107";"Olomouc";"CARITAS - Vyšší odborná škola sociální Olomouc";"CARITAS - VOŠ sociální Olomouc";"nám. Republiky";"422";"3";"Olomouc";"77900";"Olomouc";"25185284";"585 209 020";;"skola@caritas-vos.cz";"martin.bednar@caritas-vos.cz, sola@caritas-vos.cz";"www.caritas-vos.cz";"Mgr. Martin Bednář, Ph.D.";"110034309";"E00";"Vyšší odborná škola";"nám. Republiky";"422";"3";"Olomouc";"77900";"Olomouc";"25185284";"430";"01.09.1996"
"600020576";"64627233";"6";"CZ0712";"Olomoucký kraj";"Olomouc";"B71000";"7107";"Olomouc";"CARITAS - Vyšší odborná škola sociální Olomouc";"CARITAS - VOŠ sociální Olomouc";"nám. Republiky";"422";"3";"Olomouc";"77900";"Olomouc";"25185284";"585 209 020";;"skola@caritas-vos.cz";"martin.bednar@caritas-vos.cz, sola@caritas-vos.cz";"www.caritas-vos.cz";"Mgr. Martin Bednář, Ph.D.";"110300611";"H22";"Domov mládeže";"nám. Republiky";"422";"3";"Olomouc";"77900";"Olomouc";"25185284";"86";"01.09.1999"
"600020576";"64627233";"6";"CZ0712";"Olomoucký kraj";"Olomouc";"B71000";"7107";"Olomouc";"CARITAS - Vyšší odborná škola sociální Olomouc";"CARITAS - VOŠ sociální Olomouc";"nám. Republiky";"422";"3";"Olomouc";"77900";"Olomouc";"25185284";"585 209 020";;"skola@caritas-vos.cz";"martin.bednar@caritas-vos.cz, sola@caritas-vos.cz";"www.caritas-vos.cz";"Mgr. Martin Bednář, Ph.D.";"150006811";"L13";"Školní jídelna - výdejna";"nám. Republiky";"422";"3";"Olomouc";"77900";"Olomouc";"25185284";"270";"01.01.2002"
"600020584";"00848859";"5";"CZ0712";"Olomoucký kraj";"Olomouc";"B71000";"7107";"Olomouc";"EUROPEAN COLLEGE, vyšší odborná škola Olomouc";"EUROPEAN COLLEGE, vyšší odborná škola Olomouc";"Blažejské náměstí";"84";"9";"Olomouc";"77900";"Olomouc";"23319186";"734 151 725";;"zrizovatel@eruni.org";;"http://www.prigo.cz";"Ing. Linda Foltýnová, DiS.";"110034198";"E00";"Vyšší odborná škola";"Blažejské náměstí";"84";"9";"Olomouc";"77900";"Olomouc";"23319186";"720";"01.09.1991"
"600020584";"00848859";"5";"CZ0712";"Olomoucký kraj";"Olomouc";"B71000";"7107";"Olomouc";"EUROPEAN COLLEGE, vyšší odborná škola Olomouc";"EUROPEAN COLLEGE, vyšší odborná škola Olomouc";"Blažejské náměstí";"84";"9";"Olomouc";"77900";"Olomouc";"23319186";"734 151 725";;"zrizovatel@eruni.org";;"http://www.prigo.cz";"Ing. Linda Foltýnová, DiS.";"110034201";"H22";"Domov mládeže";"Blažejské náměstí";"84";"9";"Olomouc";"77900";"Olomouc";"23319186";"60";"01.08.1996"
"600020592";"25355414";"5";"CZ0806";"Moravskoslezský kraj";"Ostrava-město";"B81000";"8119";"Ostrava";"AHOL - Vyšší odborná škola";"AHOL - Vyšší odborná škola";"Dušní";"1106";"8";"Vítkovice";"70300";"Ostrava";"3333833";"597 582 678";;"aholvos@ahol.cz";;"http://www.ahol.cz";"Ing. Jan Císař";"110034210";"E00";"Vyšší odborná škola";"Dušní";"1106";"8";"Vítkovice";"70300";"Ostrava";"3333833";"1220";"01.09.1996"
"600020622";"25375172";"5";"CZ0806";"Moravskoslezský kraj";"Ostrava-město";"B81000";"8119";"Ostrava";"Soukromá vyšší odborná škola podnikatelská, s.r.o.";"Soukromá VOŠ podnikatelská, s.r.o.";"Michálkovická";"1810";"181";"Slezská Ostrava";"71000";"Ostrava";"3218708";"595 228 161";"595 228 161";"sekretariat@svosp.cz";"reditel@svosp.cz";"http://www.svosp.cz";"Ing. Bc. René Procházka";"110034180";"E00";"Vyšší odborná škola";"Michálkovická";"1810";"181";"Slezská Ostrava";"71000";"Ostrava";"3218708";"300";"01.09.1996"
"600020631";"25373609";"5";"CZ0713";"Olomoucký kraj";"Prostějov";"B71000";"7108";"Prostějov";"ART ECON - Vyšší odborná škola, s.r.o.";"ART ECON - VOŠ, s.r.o.";"Husovo nám.";"2061";"91";"Prostějov";"79601";"Prostějov";"24826634";"775 707 374 ,777733194";;"sekretariat@skolaspecialistu.cz";;"www.artecon.cz/prostejov";"Ing. Renata Kubová";"110034244";"E00";"Vyšší odborná škola";"Husovo nám.";"2061";"91";"Prostějov";"79601";"Prostějov";"24826634";"300";"01.09.1996"
"600020649";"64936643";"6";"CZ0102";"Hlavní město Praha";"Praha 2";"B11000";"1100";"Hlavní město Praha";"Vyšší odborná škola zdravotnická Suverénního řádu maltézských rytířů";"VOŠ zdrav. Suv. řádu maltézských rytířů";"Ječná";"527";"33";"Nové Město";"12000";"Praha";"21730946";"224 942 177";"224 942 179";"skolajecna@skolajecna.cz";"sikova.marie@skolajecna.cz";"http://www.skolajecna.cz";"Mgr. Marie Šiková";"110031377";"E00";"Vyšší odborná škola";"Ječná";"527";"33";"Nové Město";"12000";"Praha";"21730946";"255";"01.08.1996"
"600020657";"64939367";"5";"CZ0102";"Hlavní město Praha";"Praha 2";"B11000";"1100";"Hlavní město Praha";"Soukromá vyšší odborná škola zdravotnická pro dentální hygienistky, s.r.o.";"Soukromá VOŠ zdravotnická, s.r.o.";"Sekaninova";"397";"12";"Nusle";"12800";"Praha";"21737908";"775 554 635";;"lukas.kindl@dhskola.cz";"bartova@dhskola.cz";"www.dhskola.cz";"PhDr. Jan Hejk";"110031369";"E00";"Vyšší odborná škola";"Sekaninova";"397";"12";"Nusle";"12800";"Praha";"21737908";"220";"01.08.1996"
"600020665";"00638749";"7";"CZ0101";"Hlavní město Praha";"Praha 1";"B11000";"1100";"Hlavní město Praha";"Vyšší odborná škola zdravotnická a Střední zdravotnická škola a gymnázium, Praha 1, Alšovo nábřeží 6";"VOŠ zdravotnická a SZŠ a gymnázium";"Alšovo nábřeží";"82";"6";"Staré Město";"11000";"Praha";"21715424";"221 771 111 ,221771121";"222 320 006";"voszaszs@szspraha1.cz";"pohlova@szspraha1.cz";"http://www.szspraha1.cz";"PhDr. Zuzana Pohlová";"110030982";"C00";"Střední škola";"Alšovo nábřeží";"82";"6";"Staré Město";"11000";"Praha";"21715424";"700";"01.08.1996"
"600020665";"00638749";"7";"CZ0101";"Hlavní město Praha";"Praha 1";"B11000";"1100";"Hlavní město Praha";"Vyšší odborná škola zdravotnická a Střední zdravotnická škola a gymnázium, Praha 1, Alšovo nábřeží 6";"VOŠ zdravotnická a SZŠ a gymnázium";"Alšovo nábřeží";"82";"6";"Staré Město";"11000";"Praha";"21715424";"221 771 111 ,221771121";"222 320 006";"voszaszs@szspraha1.cz";"pohlova@szspraha1.cz";"http://www.szspraha1.cz";"PhDr. Zuzana Pohlová";"110031083";"E00";"Vyšší odborná škola";"Alšovo nábřeží";"82";"6";"Staré Město";"11000";"Praha";"21715424";"930";"01.08.1996"
"600020673";"25052241";"5";"CZ0104";"Hlavní město Praha";"Praha 4";"B11000";"1100";"Hlavní město Praha";"Soukromá vyšší odborná škola zdravotnická MEDEA, s.r.o.";"Soukromá VOŠ zdravotnická MEDEA, s.r.o.";"Tomíčkova";"2144";"1";"Chodov";"14800";"Praha";"21847011";"775 554 635";;"lukas.kindl@skolamedea.cz";"jan.andrlik@skolamedea.cz";"www.skolamedea.cz";"Mgr. Lukáš Kindl";"110030419";"E00";"Vyšší odborná škola";"Tomíčkova";"2144";"1";"Chodov";"14800";"Praha";"21847011";"300";"01.08.1996"
"600020681";"25623028";"5";"CZ0532";"Pardubický kraj";"Pardubice";"B53000";"5309";"Pardubice";"Vyšší odborná škola - Diplomovaný oční technik, s.r.o.";"VOŠ - Diplomovaný oční technik, s.r.o.";"Masarykovo náměstí";"1484";;"Zelené Předměstí";"53002";"Pardubice";"7703783";"603 588 331";;"vos-pce@inekooptik.cz";"vs.eng@seznam.cz";"http://vos.inekooptik.cz";"Mgr. et Mgr. Iva Červená";"110010388";"E00";"Vyšší odborná škola";"17. listopadu";"278";;"Zelené Předměstí";"53002";"Pardubice";"7693028";"90";"01.09.1995"
"600020690";"00637980";"7";"CZ0642";"Jihomoravský kraj";"Brno-město";"B62000";"6203";"Brno";"Vyšší odborná škola zdravotnická Brno, příspěvková organizace";"Vyšší odborná škola zdravotnická";"Kounicova";"684";"16";"Veveří";"60200";"Brno";"19173342";"542 217 674 ,731494140";;"sekretariat@voszbrno.cz";"reditelka@voszbrno.cz";"www.voszbrno.cz";"Mgr. Liana Greiffeneggová";"110030460";"E00";"Vyšší odborná škola";"Kounicova";"684";"16";"Veveří";"60200";"Brno";"19173342";"900";"01.08.1996"
"600020711";"47611162";"6";"CZ0101";"Hlavní město Praha";"Praha 1";"B11000";"1100";"Hlavní město Praha";"Dívčí katolická střední škola";"Dívčí katolická střední škola";"Platnéřská";"191";"4";"Staré Město";"11000";"Praha";"21716579";"221 108 268 ,604451423";"221 108 272";"divciskola@divciskola.cz";"civin@divciskola.cz";"https://www.divciskola.cz";"Mgr. Lucie Velkoborská";"047611162";"C00";"Střední škola";"Platnéřská";"191";"4";"Staré Město";"11000";"Praha";"21716579";"52";"01.09.1990"
"600020711";"47611162";"6";"CZ0101";"Hlavní město Praha";"Praha 1";"B11000";"1100";"Hlavní město Praha";"Dívčí katolická střední škola";"Dívčí katolická střední škola";"Platnéřská";"191";"4";"Staré Město";"11000";"Praha";"21716579";"221 108 268 ,604451423";"221 108 272";"divciskola@divciskola.cz";"civin@divciskola.cz";"https://www.divciskola.cz";"Mgr. Lucie Velkoborská";"181023245";"G11";"Dům dětí a mládeže";"Platnéřská";"191";"4";"Staré Město";"11000";"Praha";"21716579";"0";"01.09.2011"
"600020720";"60436107";"7";"CZ0101";"Hlavní město Praha";"Praha 1";"B11000";"1100";"Hlavní město Praha";"Základní škola a Střední škola Karla Herforta, Praha 1, Josefská 4";"ZŠ a SŠ K.Herforta, Praha 1, Josefská 4";"Josefská";"641";"4";"Malá Strana";"11800";"Praha";"78982456";"257 531 250";;"skola@herfort.cz";;"https://herfort.cz/";"Mgr. Petra Haladová, Mgr. Petra Haladová";"060436107";"B00";"Základní škola";"Josefská";"641";"4";"Malá Strana";"11800";"Praha";"78982456";"90";"18.07.1996"
"600020720";"60436107";"7";"CZ0101";"Hlavní město Praha";"Praha 1";"B11000";"1100";"Hlavní město Praha";"Základní škola a Střední škola Karla Herforta, Praha 1, Josefská 4";"ZŠ a SŠ K.Herforta, Praha 1, Josefská 4";"Josefská";"641";"4";"Malá Strana";"11800";"Praha";"78982456";"257 531 250";;"skola@herfort.cz";;"https://herfort.cz/";"Mgr. Petra Haladová, Mgr. Petra Haladová";"110025733";"G21";"Školní družina";"Josefská";"43";"4";"Malá Strana";"11800";"Praha";;"38";"18.07.1996"
"600020720";"60436107";"7";"CZ0101";"Hlavní město Praha";"Praha 1";"B11000";"1100";"Hlavní město Praha";"Základní škola a Střední škola Karla Herforta, Praha 1, Josefská 4";"ZŠ a SŠ K.Herforta, Praha 1, Josefská 4";"Josefská";"641";"4";"Malá Strana";"11800";"Praha";"78982456";"257 531 250";;"skola@herfort.cz";;"https://herfort.cz/";"Mgr. Petra Haladová, Mgr. Petra Haladová";"110025741";"C00";"Střední škola";"Josefská";"43";"4";"Malá Strana";"11800";"Praha";;"65";"18.07.1996"
"600020738";"61387339";"1";"CZ0101";"Hlavní město Praha";"Praha 1";"A90100";"1100";"Hlavní město Praha";"Konzervatoř a střední škola Jana Deyla, státní příspěvková organizace";"Konzervatoř a střední škola Jana Deyla";"Maltézské náměstí";"476";"14";"Malá Strana";"11800";"Praha";"21699615";"255 719 570 ;255719571, 255 719 571 ;255719573";;"stanislava.lustykova@kjd";"kjd@kjd.cz";"www.kjd.cz";"Mgr. Stanislava Lustyková";"061387339";"D00";"Konzervatoř";"Maltézské náměstí";"476";"14";"Malá Strana";"11800";"Praha";"21699615";"90";"18.07.1996"
"600020738";"61387339";"1";"CZ0101";"Hlavní město Praha";"Praha 1";"A90100";"1100";"Hlavní město Praha";"Konzervatoř a střední škola Jana Deyla, státní příspěvková organizace";"Konzervatoř a střední škola Jana Deyla";"Maltézské náměstí";"476";"14";"Malá Strana";"11800";"Praha";"21699615";"255 719 570 ;255719571, 255 719 571 ;255719573";;"stanislava.lustykova@kjd";"kjd@kjd.cz";"www.kjd.cz";"Mgr. Stanislava Lustyková";"102413011";"L11";"Školní jídelna";"Maltézské náměstí";"476";"14";"Malá Strana";"11800";"Praha";"21699615";"200";"18.07.1996"
"600020738";"61387339";"1";"CZ0101";"Hlavní město Praha";"Praha 1";"A90100";"1100";"Hlavní město Praha";"Konzervatoř a střední škola Jana Deyla, státní příspěvková organizace";"Konzervatoř a střední škola Jana Deyla";"Maltézské náměstí";"476";"14";"Malá Strana";"11800";"Praha";"21699615";"255 719 570 ;255719571, 255 719 571 ;255719573";;"stanislava.lustykova@kjd";"kjd@kjd.cz";"www.kjd.cz";"Mgr. Stanislava Lustyková";"151032688";"C00";"Střední škola";"Maltézské náměstí";"476";"14";"Malá Strana";"11800";"Praha";"21699615";"40";"01.09.2006"
"600020738";"61387339";"1";"CZ0101";"Hlavní město Praha";"Praha 1";"A90100";"1100";"Hlavní město Praha";"Konzervatoř a střední škola Jana Deyla, státní příspěvková organizace";"Konzervatoř a střední škola Jana Deyla";"Maltézské náměstí";"476";"14";"Malá Strana";"11800";"Praha";"21699615";"255 719 570 ;255719571, 255 719 571 ;255719573";;"stanislava.lustykova@kjd";"kjd@kjd.cz";"www.kjd.cz";"Mgr. Stanislava Lustyková";"181101611";"H22";"Domov mládeže";"Lázeňská";"483";"3";"Malá Strana";"11800";"Praha";"21699691";"65";"22.10.2018"
"600020746";"48134546";"1";"CZ0101";"Hlavní město Praha";"Praha 1";"A90100";"1100";"Hlavní město Praha";"Škola Jaroslava Ježka, Mateřská škola, základní škola, praktická škola a základní umělecká škola pro zrakově postižené, Praha 1, Loretánská 19 a 17";"Škola J.Ježka,MŠ,ZŠ,PrŠ a ZUŠ pro ZP";"Loretánská";"104";"19";"Hradčany";"11800";"Praha";"21691401";"220 515 264";"220 515 124";"info@skolajj.cz";;"http://www.skolajj.cz";"PaedDr. Martina Helešicová";"048134546";"B00";"Základní škola";"Loretánská";"104";"19";"Hradčany";"11800";"Praha";"21691401";"85";"01.01.1993"
"600020746";"48134546";"1";"CZ0101";"Hlavní město Praha";"Praha 1";"A90100";"1100";"Hlavní město Praha";"Škola Jaroslava Ježka, Mateřská škola, základní škola, praktická škola a základní umělecká škola pro zrakově postižené, Praha 1, Loretánská 19 a 17";"Škola J.Ježka,MŠ,ZŠ,PrŠ a ZUŠ pro ZP";"Loretánská";"104";"19";"Hradčany";"11800";"Praha";"21691401";"220 515 264";"220 515 124";"info@skolajj.cz";;"http://www.skolajj.cz";"PaedDr. Martina Helešicová";"102413002";"L11";"Školní jídelna";"Loretánská";"104";"19";"Hradčany";"11800";"Praha";"21691401";"130";"01.01.1993"
"600020746";"48134546";"1";"CZ0101";"Hlavní město Praha";"Praha 1";"A90100";"1100";"Hlavní město Praha";"Škola Jaroslava Ježka, Mateřská škola, základní škola, praktická škola a základní umělecká škola pro zrakově postižené, Praha 1, Loretánská 19 a 17";"Škola J.Ježka,MŠ,ZŠ,PrŠ a ZUŠ pro ZP";"Loretánská";"104";"19";"Hradčany";"11800";"Praha";"21691401";"220 515 264";"220 515 124";"info@skolajj.cz";;"http://www.skolajj.cz";"PaedDr. Martina Helešicová";"110011171";"H21";"Internát";"Loretánská";"104";"19";"Hradčany";"11800";"Praha";"21691401";"44";"01.01.1993"
"600020746";"48134546";"1";"CZ0101";"Hlavní město Praha";"Praha 1";"A90100";"1100";"Hlavní město Praha";"Škola Jaroslava Ježka, Mateřská škola, základní škola, praktická škola a základní umělecká škola pro zrakově postižené, Praha 1, Loretánská 19 a 17";"Škola J.Ježka,MŠ,ZŠ,PrŠ a ZUŠ pro ZP";"Loretánská";"104";"19";"Hradčany";"11800";"Praha";"21691401";"220 515 264";"220 515 124";"info@skolajj.cz";;"http://www.skolajj.cz";"PaedDr. Martina Helešicová";"110011180";"G21";"Školní družina";"Loretánská";"104";"19";"Hradčany";"11800";"Praha";"21691401";"24";"01.01.1993"
"600020746";"48134546";"1";"CZ0101";"Hlavní město Praha";"Praha 1";"A90100";"1100";"Hlavní město Praha";"Škola Jaroslava Ježka, Mateřská škola, základní škola, praktická škola a základní umělecká škola pro zrakově postižené, Praha 1, Loretánská 19 a 17";"Škola J.Ježka,MŠ,ZŠ,PrŠ a ZUŠ pro ZP";"Loretánská";"104";"19";"Hradčany";"11800";"Praha";"21691401";"220 515 264";"220 515 124";"info@skolajj.cz";;"http://www.skolajj.cz";"PaedDr. Martina Helešicová";"110011198";"K20";"Speciálně pedagogické centrum";"Loretánská";"104";"19";"Hradčany";"11800";"Praha";"21691401";"150";"01.01.1993"
"600020746";"48134546";"1";"CZ0101";"Hlavní město Praha";"Praha 1";"A90100";"1100";"Hlavní město Praha";"Škola Jaroslava Ježka, Mateřská škola, základní škola, praktická škola a základní umělecká škola pro zrakově postižené, Praha 1, Loretánská 19 a 17";"Škola J.Ježka,MŠ,ZŠ,PrŠ a ZUŠ pro ZP";"Loretánská";"104";"19";"Hradčany";"11800";"Praha";"21691401";"220 515 264";"220 515 124";"info@skolajj.cz";;"http://www.skolajj.cz";"PaedDr. Martina Helešicová";"110036166";"C00";"Střední škola";"Loretánská";"104";"19";"Hradčany";"11800";"Praha";"21691401";"24";"01.09.1997"
"600020746";"48134546";"1";"CZ0101";"Hlavní město Praha";"Praha 1";"A90100";"1100";"Hlavní město Praha";"Škola Jaroslava Ježka, Mateřská škola, základní škola, praktická škola a základní umělecká škola pro zrakově postižené, Praha 1, Loretánská 19 a 17";"Škola J.Ježka,MŠ,ZŠ,PrŠ a ZUŠ pro ZP";"Loretánská";"104";"19";"Hradčany";"11800";"Praha";"21691401";"220 515 264";"220 515 124";"info@skolajj.cz";;"http://www.skolajj.cz";"PaedDr. Martina Helešicová";"110350324";"A00";"Mateřská škola";"Loretánská";"104";"19";"Hradčany";"11800";"Praha";"21691401";"16";"01.01.1993"
"600020746";"48134546";"1";"CZ0101";"Hlavní město Praha";"Praha 1";"A90100";"1100";"Hlavní město Praha";"Škola Jaroslava Ježka, Mateřská škola, základní škola, praktická škola a základní umělecká škola pro zrakově postižené, Praha 1, Loretánská 19 a 17";"Škola J.Ježka,MŠ,ZŠ,PrŠ a ZUŠ pro ZP";"Loretánská";"104";"19";"Hradčany";"11800";"Praha";"21691401";"220 515 264";"220 515 124";"info@skolajj.cz";;"http://www.skolajj.cz";"PaedDr. Martina Helešicová";"150008988";"G22";"Školní klub";"Loretánská";"104";"19";"Hradčany";"11800";"Praha";"21691401";"22";"01.01.1993"
"600020746";"48134546";"1";"CZ0101";"Hlavní město Praha";"Praha 1";"A90100";"1100";"Hlavní město Praha";"Škola Jaroslava Ježka, Mateřská škola, základní škola, praktická škola a základní umělecká škola pro zrakově postižené, Praha 1, Loretánská 19 a 17";"Škola J.Ježka,MŠ,ZŠ,PrŠ a ZUŠ pro ZP";"Loretánská";"104";"19";"Hradčany";"11800";"Praha";"21691401";"220 515 264";"220 515 124";"info@skolajj.cz";;"http://www.skolajj.cz";"PaedDr. Martina Helešicová";"151040796";"F10";"Základní umělecká škola";"Loretánská";"104";"19";"Hradčany";"11800";"Praha";"21691401";"80";"01.09.2008"
"600020789";"61389447";"7";"CZ0102";"Hlavní město Praha";"Praha 2";"B11000";"1100";"Hlavní město Praha";"Základní škola a Střední škola, Praha 2, Vinohradská 54";"Základní škola a Střední škola";"Vinohradská";"920";"54";"Vinohrady";"12000";"Praha";"21748799";"224 254 257 ,602315044";;"SimonaHruskaJetmarova@skolavinohradska.cz";"skola@skolavinohradska.cz";"http://www.skolavinohradska.cz";"Mgr. et Mgr. Simona Hruška Jetmarová";"102037914";"B00";"Základní škola";"Vinohradská";"920";"54";"Vinohrady";"12000";"Praha";"21748799";"140";"16.05.1996"
"600020789";"61389447";"7";"CZ0102";"Hlavní město Praha";"Praha 2";"B11000";"1100";"Hlavní město Praha";"Základní škola a Střední škola, Praha 2, Vinohradská 54";"Základní škola a Střední škola";"Vinohradská";"920";"54";"Vinohrady";"12000";"Praha";"21748799";"224 254 257 ,602315044";;"SimonaHruskaJetmarova@skolavinohradska.cz";"skola@skolavinohradska.cz";"http://www.skolavinohradska.cz";"Mgr. et Mgr. Simona Hruška Jetmarová";"108000036";"K20";"Speciálně pedagogické centrum";"Vinohradská";"920";"54";"Vinohrady";"12000";"Praha";"21748799";"429";"13.05.1996"
"600020789";"61389447";"7";"CZ0102";"Hlavní město Praha";"Praha 2";"B11000";"1100";"Hlavní město Praha";"Základní škola a Střední škola, Praha 2, Vinohradská 54";"Základní škola a Střední škola";"Vinohradská";"920";"54";"Vinohrady";"12000";"Praha";"21748799";"224 254 257 ,602315044";;"SimonaHruskaJetmarova@skolavinohradska.cz";"skola@skolavinohradska.cz";"http://www.skolavinohradska.cz";"Mgr. et Mgr. Simona Hruška Jetmarová";"110001699";"C00";"Střední škola";"Vinohradská";"920";"54";"Vinohrady";"12000";"Praha";"21748799";"48";"16.05.1996"
"600020789";"61389447";"7";"CZ0102";"Hlavní město Praha";"Praha 2";"B11000";"1100";"Hlavní město Praha";"Základní škola a Střední škola, Praha 2, Vinohradská 54";"Základní škola a Střední škola";"Vinohradská";"920";"54";"Vinohrady";"12000";"Praha";"21748799";"224 254 257 ,602315044";;"SimonaHruskaJetmarova@skolavinohradska.cz";"skola@skolavinohradska.cz";"http://www.skolavinohradska.cz";"Mgr. et Mgr. Simona Hruška Jetmarová";"110001702";"G21";"Školní družina";"Vinohradská";"920";"54";"Vinohrady";"12000";"Praha";"21748799";"70";"16.05.1996"
"600020789";"61389447";"7";"CZ0102";"Hlavní město Praha";"Praha 2";"B11000";"1100";"Hlavní město Praha";"Základní škola a Střední škola, Praha 2, Vinohradská 54";"Základní škola a Střední škola";"Vinohradská";"920";"54";"Vinohrady";"12000";"Praha";"21748799";"224 254 257 ,602315044";;"SimonaHruskaJetmarova@skolavinohradska.cz";"skola@skolavinohradska.cz";"http://www.skolavinohradska.cz";"Mgr. et Mgr. Simona Hruška Jetmarová";"250010232";"L13";"Školní jídelna - výdejna";"Vinohradská";"920";"54";"Vinohrady";"12000";"Praha";"21748799";"120";"05.09.2025"
"600020916";"48135411";"7";"CZ0104";"Hlavní město Praha";"Praha 4";"B11000";"1100";"Hlavní město Praha";"Základní škola a Střední škola, Praha 4, Kupeckého 576";"Základní škola a Střední škola";"Kupeckého";"576";"17";"Háje";"14900";"Praha";"21819157";"272 916 650";"272 950 889";"karel.kapralek@modraskola.cz";"info@modraskola.cz";"http://www.modraskola.cz";"PhDr. Karel Kaprálek";"102113424";"C00";"Střední škola";"Kupeckého";"576";"17";"Háje";"14900";"Praha";"21819157";"36";"01.07.2003"
